Field Name:,Period,HaulID,StartLatitude,StartLongitude,FishID,Species,SamplingApproach,FishLength,LenMeasType,FishWeight,Sex,MaturityScale (2),MaturityStage (2),Age,AgeSource,AgePrepMet,AgeID,letter,OvaryID,OvaryWeight,OvaryWeightMethod,SubSampleVol,Notes,Screening,method
WMR (PFA),3,2022032_19,57.7667,-9.3667,694,MAC,R,37.8,1,400,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_19,57.7667,-9.3667,695,MAC,R,37.5,1,390,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_19,57.7667,-9.3667,696,MAC,R,35.4,1,320,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_19,57.7667,-9.3667,697,MAC,R,38.8,1,430,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,X042,
WMR (PFA),3,2022032_19,57.7667,-9.3667,698,MAC,R,40,1,520,F,3,Bb,11,O,NP,42,X,X042,30.8,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_19,57.7667,-9.3667,699,MAC,R,38.2,1,400,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_19,57.7667,-9.3667,700,MAC,R,40.4,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,701,MAC,R,39.8,1,470,M,6,D,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,702,MAC,R,38.3,1,420,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,703,MAC,R,36.7,1,360,F,3,Bb,7,O,NP,43,X,X043,15.5,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_20,57.0667,-9.1833,704,MAC,R,34.8,1,330,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,705,MAC,R,38.1,1,430,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,706,MAC,R,37,1,410,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,707,MAC,R,35.7,1,330,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,708,MAC,R,35.8,1,350,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,709,MAC,R,37.6,1,450,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,710,MAC,R,40.6,1,550,F,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,711,MAC,R,36.9,1,360,F,3,Bb,8,O,NP,44,X,X044,15.5,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_20,57.0667,-9.1833,712,MAC,R,39.1,1,460,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,713,MAC,R,42.5,1,580,F,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,714,MAC,R,40.6,1,430,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,715,MAC,R,38.6,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,716,MAC,R,37.5,1,390,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,717,MAC,R,39.1,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,718,MAC,R,38.1,1,410,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,719,MAC,R,31.6,1,250,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,720,MAC,R,39.7,1,430,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,721,MAC,R,38.1,1,410,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,722,MAC,R,38.2,1,360,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,723,MAC,R,34.8,1,300,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,724,MAC,R,39.5,1,520,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,725,MAC,R,40.3,1,520,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,726,MAC,R,38.5,1,510,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,727,MAC,R,39.1,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,728,MAC,R,40.9,1,520,F,3,Bb,9,O,NP,45,X,X045,23.9,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_20,57.0667,-9.1833,729,MAC,R,35.8,1,340,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,730,MAC,R,36.8,1,360,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,731,MAC,R,38.6,1,420,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,732,MAC,R,39.9,1,430,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,733,MAC,R,40.6,1,480,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,734,MAC,R,38.2,1,420,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,735,MAC,R,38.4,1,420,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,736,MAC,R,38.7,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,737,MAC,R,34.2,1,290,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,738,MAC,R,38.6,1,420,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,739,MAC,R,35.7,1,340,F,4,C,,,,,,,20,Fresh,2X25,"Ovary weight taken on board. Gonad of the fish fully developed, however colour was not yellow/orange, there were however light spots that looked like hydrated oocytes. Unsure if it really was a 3, gonad not preserved. ",,
WMR (PFA),3,2022032_20,57.0667,-9.1833,740,MAC,R,39.9,1,460,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,741,MAC,R,40.8,1,510,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,742,MAC,R,39.3,1,470,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,743,MAC,R,38.8,1,470,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,744,MAC,R,39.2,1,460,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,745,MAC,R,38.3,1,410,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,746,MAC,R,34.1,1,330,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,747,MAC,R,38.6,1,430,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,748,MAC,R,38.6,1,430,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,749,MAC,R,36,1,360,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_20,57.0667,-9.1833,750,MAC,R,36.4,1,350,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,751,MAC,R,38.3,1,450,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,752,MAC,R,37.9,1,390,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,753,MAC,R,39.6,1,410,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,754,MAC,R,38.4,1,390,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,755,MAC,R,38.2,1,420,F,3,Bb,8,O,NP,46,X,X046,22.4,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,756,MAC,R,35.5,1,330,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,757,MAC,R,38.5,1,430,F,3,Bb,8,O,NP,47,X,X047,22.1,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,758,MAC,R,37.6,1,420,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,759,MAC,R,39.5,1,530,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,760,MAC,R,37.4,1,390,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,761,MAC,R,39,1,370,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,762,MAC,R,36.2,1,330,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,763,MAC,R,35.9,1,330,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,764,MAC,R,40.3,1,500,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,765,MAC,R,39.8,1,540,F,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,766,MAC,R,40.7,1,530,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,767,MAC,R,34.7,1,300,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,768,MAC,R,36.7,1,400,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,769,MAC,R,35.5,1,340,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,770,MAC,R,39.2,1,470,F,3,Bb,9,O,NP,48,X,X048,18.7,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,771,MAC,R,33.1,1,250,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,772,MAC,R,39,1,440,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,773,MAC,R,38.5,1,470,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,774,MAC,R,40,1,500,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,775,MAC,R,38.1,1,390,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,776,MAC,R,41.7,1,540,F,3,Bb,8,O,NP,49,X,X049,21.9,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,777,MAC,R,40,1,490,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,778,MAC,R,37.5,1,400,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,779,MAC,R,37.8,1,420,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,780,MAC,R,33.4,1,260,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,781,MAC,R,38.1,1,400,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,782,MAC,R,38.9,1,440,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,783,MAC,R,31.5,1,240,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,784,MAC,R,32.6,1,260,F,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,785,MAC,R,40.2,1,450,M,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,786,MAC,R,38.8,1,430,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,787,MAC,R,38.2,1,380,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,788,MAC,R,30.6,1,200,M,2,Ba,,,,,,,10,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,789,MAC,R,38.4,1,430,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,790,MAC,R,41.6,1,520,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,791,MAC,R,37.4,1,390,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,792,MAC,R,38.8,1,460,F,3,Bb,7,O,NP,50,X,X050,17.8,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,793,MAC,R,37.1,1,360,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,794,MAC,R,37.1,1,400,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,795,MAC,R,41,1,560,F,3,Bb,9,O,NP,51,X,X051,24.5,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,796,MAC,R,35.5,1,310,F,3,Bb,4,O,NP,52,X,X052,10.3,Frozen,2X25,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",Y,
WMR (PFA),3,2022032_21,57.0333,-9.1667,797,MAC,R,37,1,390,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,798,MAC,R,39.5,1,440,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,799,MAC,R,38.6,1,480,F,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022032_21,57.0333,-9.1667,800,MAC,R,35.9,1,310,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,1,MAC,R,39.5,1,402,F,3,Bb,7,O,NP,53,X,X053,27,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,2,MAC,R,38.1,1,385,M,2,Ba,,,,,,,40,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,3,MAC,R,36.3,1,343,M,2,Ba,,,,,,,33,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,4,MAC,R,38.8,1,419,F,2,Ba,,,,,,,15,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,5,MAC,R,38.1,1,413,F,2,Ba,,,,,,,28,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,6,MAC,R,34.2,1,272,M,2,Ba,,,,,,,12,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,7,MAC,R,36.5,1,358,F,2,Ba,,,,,,,17,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,8,MAC,R,39.3,1,380,M,2,Ba,,,,,,,27,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,9,MAC,R,35.1,1,307,M,2,Ba,,,,,,,15,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,10,MAC,R,37.7,1,380,F,2,Ba,,,,,,,16,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,11,MAC,R,37.5,1,355,F,2,Ba,,,,,,,21,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,12,MAC,R,38.4,1,447,F,3,Bb,5,O,NP,54,X,X054,22,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,13,MAC,R,35.8,1,328,F,3,Bb,4,O,NP,55,X,X055,19,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,14,MAC,R,42.4,1,562,F,3,Bb,8,O,NP,56,X,X056,32,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,15,MAC,R,36.2,1,314,M,2,Ba,,,,,,,19,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,16,MAC,R,36.9,1,367,F,3,Bb,11,O,NP,57,X,X057,21,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,17,MAC,R,37.7,1,368,M,2,Ba,,,,,,,33,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,18,MAC,R,38.1,1,437,F,2,Ba,,,,,,,18,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,19,MAC,R,39.1,1,488,F,3,Bb,11,O,NP,58,X,X058,26,Fresh,2X25,Could already be stage 5. Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,20,MAC,R,39.5,1,461,F,2,Ba,,,,,,,23,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,21,MAC,R,34.8,1,324,F,3,Bb,4,O,NP,59,X,X059,18,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,22,MAC,R,38.6,1,416,F,3,Bb,,,,,,,25,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,23,MAC,R,34.4,1,286,M,2,Ba,,,,,,,28,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,24,MAC,R,37.8,1,407,M,2,Ba,,,,,,,27,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,25,MAC,R,39.2,1,430,F,2,Ba,,,,,,,30,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,26,MAC,R,36.6,1,353,M,2,Ba,,,,,,,41,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,27,MAC,R,33.5,1,274,M,2,Ba,,,,,,,25,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,28,MAC,R,37.1,1,380,F,3,Bb,7,O,NP,60,X,X060,24,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,29,MAC,R,36.9,1,362,F,2,Ba,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,30,MAC,R,38.3,1,424,F,2,Ba,,,,,,,26,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,31,MAC,R,33.2,1,269,M,2,Ba,,,,,,,18,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,32,MAC,R,38.2,1,383,F,3,Bb,7,O,NP,61,X,X061,20,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,33,MAC,R,34.7,1,342,F,2,Ba,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,34,MAC,R,38.6,1,414,M,2,Ba,,,,,,,31,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,35,MAC,R,39.5,1,459,F,4,C,,,,,,,15,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,36,MAC,R,39.5,1,475,F,2,Ba,,,,,,,22,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,37,MAC,R,38,1,368,M,2,Ba,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,38,MAC,R,38.4,1,412,F,2,Ba,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,39,MAC,R,37.1,1,359,M,2,Ba,,,,,,,34,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,40,MAC,R,37.7,1,410,F,3,Bb,7,O,NP,62,X,X062,43,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_03,54.6333,-10.4167,41,MAC,R,35.8,1,356,M,2,Ba,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,42,MAC,R,38.2,1,371,F,2,Ba,,,,,,,9,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,43,MAC,R,34.5,1,299,F,3,Bb,,,,,,,24,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,44,MAC,R,38.5,1,430,M,2,Ba,,,,,,,32,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,45,MAC,R,35.6,1,333,M,2,Ba,,,,,,,17,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,46,MAC,R,37.4,1,389,M,2,Ba,,,,,,,27,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,47,MAC,R,38.7,1,393,M,6,D,,,,,,,6,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,48,MAC,R,37.2,1,352,F,4,C,,,,,,,17,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,49,MAC,R,39,1,450,M,2,Ba,,,,,,,25,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_03,54.6333,-10.4167,50,MAC,R,33.5,1,253,M,2,Ba,,,,,,,26,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_04,54.65,-10.3667,51,MAC,R,38.9,1,413,M,2,Ba,,,,,,,20,Fresh,2X25,Ovary weigth taken on board,,
WMR (PFA),3,2022033_04,54.65,-10.3667,52,MAC,R,39.5,1,460,F,3,Bb,6,O,NP,63,X,X063,24,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_04,54.65,-10.3667,53,MAC,R,39.5,1,418,F,3,Bb,6,O,NP,64,X,X064,27,Fresh,2X25,Ovary weigth taken on board,Y,
WMR (PFA),3,2022033_04,54.65,-10.3667,54,MAC,R,35.4,1,335,F,2,Ba,,,,,,,15,Fresh,2X25,Ovary weigth taken on board,,
